Points: 25
Width: 0.2618
Duration: 440.286
Centroid: 0.444867 0.561533
0 0.465241 1
0.0358778 0.465241 0.990451
0.054819 0.465241 0.945888
0.0742303 0.455691 0.86631
0.0934802 0.446142 0.703972
0.112774 0.446142 0.519353
0.132302 0.442959 0.3411
0.151421 0.449325 0.226509
0.171433 0.47479 0.162847
0.191905 0.51617 0.134199
0.210581 0.548001 0.131016
0.229685 0.589381 0.140565
0.248576 0.618029 0.159664
0.268412 0.643494 0.181945
0.288654 0.665775 0.204227
0.308157 0.678508 0.229692
0.808331 0.331551 0.621212
0.862318 0.334734 0.621212
0.882558 0.357016 0.621212
0.902034 0.401579 0.621212
0.921456 0.462058 0.618029
0.941257 0.512987 0.614846
0.961363 0.560733 0.614846
0.981223 0.583015 0.614846
1 0.586198 0.614846

Points: 29
Width: 0.279253
Duration: 245.876
Centroid: 0.425805 0.607414
0 0.438876 1
0.0156319 0.438876 0.997016
0.0522075 0.435892 0.955238
0.0864099 0.432908 0.853777
0.121633 0.42694 0.740379
0.156776 0.415003 0.621013
0.193634 0.406051 0.495678
0.227099 0.397098 0.412122
0.261043 0.388146 0.358407
0.296345 0.385162 0.328566
0.329492 0.385162 0.325581
0.405594 0.385162 0.334534
0.441855 0.39113 0.358407
0.476591 0.412019 0.41809
0.511686 0.453797 0.474789
0.545896 0.492591 0.516567
0.581512 0.531385 0.54044
0.615561 0.561227 0.552377
0.649811 0.573163 0.558345
0.686498 0.582116 0.555361
0.720584 0.588084 0.528504
0.755132 0.597036 0.48971
0.790597 0.603005 0.430027
0.825989 0.605989 0.364375
0.860268 0.611957 0.298724
0.894156 0.62091 0.262914
0.930223 0.63583 0.245009
0.965183 0.647767 0.242025
1 0.656719 0.242025

Points: 33
Width: 0.127626
Duration: 266.266
Centroid: 0.434293 0.529394
0 0.339533 0.652552
0.000638166 0.346063 0.632964
0.0316305 0.365651 0.606846
0.0786227 0.411357 0.574199
0.0950647 0.463593 0.541551
0.12671 0.528888 0.535021
0.15916 0.63336 0.535021
0.190635 0.718243 0.541551
0.22378 0.796597 0.580728
0.257327 0.848833 0.613375
0.28916 0.868421 0.639493
0.321458 0.88801 0.6852
0.35444 0.88801 0.724377
0.387259 0.88801 0.757024
0.419693 0.868421 0.783142
0.453197 0.829244 0.796201
0.485231 0.744361 0.796201
0.516425 0.639889 0.796201
0.548874 0.470123 0.743965
0.58053 0.313415 0.67867
0.611858 0.189355 0.619905
0.645108 0.0587653 0.535021
0.678167 0.013059 0.469727
0.70999 0 0.404432
0.742821 0.013059 0.339137
0.775429 0.0783537 0.247724
0.807979 0.176296 0.156312
0.840843 0.287297 0.104076
0.873541 0.417887 0.0844874
0.904428 0.50277 0.0714284
0.937029 0.587653 0.0714284
0.967765 0.652948 0.0844874
1 0.672537 0.0975463

Points: 0
Width: -9.46063e-37
Duration: 4.59163e-41
Centroid: 0 0

Points: 37
Width: 0.267297
Duration: 311.717
Centroid: 0.513153 0.517297
0 0.369397 0.738878
0.0148106 0.372514 0.692113
0.0425982 0.378749 0.582996
0.0699261 0.394338 0.480115
0.0975649 0.419279 0.317998
0.126142 0.428631 0.180822
0.152973 0.453572 0.0748231
0.1828 0.466043 0.0342939
0.208911 0.469161 0.0124705
0.234897 0.472278 0.00311762
0.262421 0.475396 0
0.30694 0.475396 0.00311762
0.338919 0.481631 0.059235
0.362501 0.487866 0.158999
0.389904 0.487866 0.283704
0.418082 0.484749 0.439585
0.446103 0.484749 0.582996
0.473753 0.490984 0.68276
0.503302 0.503454 0.754466
0.529412 0.512807 0.78876
0.557271 0.519043 0.807465
0.583718 0.531513 0.816818
0.611705 0.543984 0.819936
0.640206 0.562689 0.819936
0.667793 0.578278 0.810583
0.695043 0.58763 0.78876
0.722421 0.603219 0.751348
0.750017 0.618807 0.704584
0.777099 0.62816 0.667172
0.805027 0.625042 0.635996
0.832984 0.612571 0.607937
0.86157 0.584513 0.586114
0.888856 0.547101 0.567408
0.916464 0.512807 0.561173
0.944291 0.475396 0.558055
0.972341 0.437984 0.558055
1 0.422396 0.567408

Points: 28
Width: 0.0752382
Duration: 227.402
Centroid: 0.511726 0.591905
0 0.388845 0.919303
0.00949713 0.366693 0.919303
0.0474824 0.333465 0.919303
0.0859401 0.278086 0.886075
0.122878 0.222706 0.786392
0.162061 0.145174 0.609177
0.199313 0.0787186 0.420886
0.237878 0.0676427 0.287975
0.277014 0.0787186 0.188291
0.315338 0.145174 0.110759
0.351285 0.233782 0.0664556
0.390611 0.333465 0.0332278
0.428198 0.477452 0.0110759
0.465522 0.599288 0
0.5032 0.721123 0.0443037
0.540791 0.820807 0.0996834
0.579613 0.898338 0.177215
0.618592 0.942642 0.243671
0.655638 0.953718 0.365506
0.693853 0.942642 0.498418
0.731874 0.909414 0.609177
0.770963 0.809731 0.731012
0.808327 0.732199 0.797468
0.847326 0.643592 0.830695
0.884933 0.532832 0.852847
0.922727 0.488528 0.863923
0.960937 0.444225 0.863923
1 0.410997 0.863923

Points: 16
Width: 0.210417
Duration: 236.047
Centroid: 0.518229 0.567917
0 0.508168 0.730693
0.0163645 0.504208 0.722772
0.053816 0.500247 0.69901
0.0894554 0.492327 0.647525
0.12566 0.480445 0.576238
0.162611 0.460644 0.50099
0.197745 0.456683 0.421782
0.235126 0.452723 0.370297
0.272843 0.464604 0.338614
0.30866 0.476485 0.326733
0.345956 0.500247 0.322772
0.381521 0.52401 0.322772
0.418208 0.543812 0.322772
0.453322 0.559653 0.334653
0.490109 0.579455 0.362376
1 0.496287 1

Points: 30
Width: 0.115167
Duration: 244.456
Centroid: 0.535222 0.569833
0 0.643753 0.971056
0.0136204 0.636517 0.978292
0.0492404 0.614809 0.992764
0.0848304 0.593102 1
0.120029 0.549686 1
0.154089 0.484563 0.985528
0.187775 0.426676 0.934877
0.223631 0.383261 0.891461
0.257905 0.347081 0.833574
0.293729 0.339846 0.761215
0.328769 0.339846 0.703328
0.363225 0.376025 0.645441
0.398038 0.433912 0.580318
0.433388 0.513507 0.544139
0.468888 0.600338 0.493487
0.504756 0.650989 0.457308
0.539221 0.687168 0.406657
0.575417 0.716112 0.356005
0.610379 0.730584 0.276411
0.6458 0.73782 0.204052
0.681448 0.730584 0.146165
0.717647 0.708876 0.102749
0.752326 0.672697 0.0882775
0.788022 0.614809 0.0738057
0.823119 0.513507 0.0738057
0.858715 0.354317 0.0738057
0.893721 0.231307 0.0810416
0.929535 0.158948 0.102749
0.965211 0.108297 0.117221
1 0.101061 0.124457

Points: 34
Width: 0.10451
Duration: 276.678
Centroid: 0.484118 0.557843
0 0.623827 0.909006
0.00680506 0.599906 0.924953
0.0384179 0.568011 0.932927
0.0707278 0.536116 0.948875
0.100248 0.464353 0.948875
0.132176 0.392589 0.91698
0.162395 0.288931 0.837242
0.192619 0.217167 0.72561
0.22369 0.145403 0.558162
0.255603 0.0816135 0.40666
0.28699 0.0816135 0.342871
0.317286 0.0736398 0.207317
0.349543 0.113508 0.103659
0.380326 0.169325 0.0637898
0.411341 0.233114 0.0318949
0.441145 0.304878 0.0159475
0.4725 0.384615 0
0.502274 0.504222 0
0.532124 0.60788 0.0159475
0.562251 0.679644 0.0478424
0.594605 0.73546 0.095685
0.625141 0.767355 0.159475
0.656103 0.783302 0.25516
0.687288 0.783302 0.350844
0.71828 0.783302 0.454503
0.748541 0.767355 0.550188
0.779796 0.73546 0.637899
0.811767 0.719512 0.693715
