Label: a
Points: 54
Width: 0.102328
Duration: 508.715
Centroid: 0.521958 0.5959
0 0.671924 0.750387
0.0163997 0.671924 0.757368
0.033095 0.650983 0.785289
0.049894 0.637022 0.80623
0.0670999 0.6091 0.834151
0.0839162 0.574199 0.862073
0.100777 0.504395 0.889994
0.117814 0.448553 0.910935
0.135165 0.39271 0.924896
0.15222 0.350828 0.931876
0.169124 0.322906 0.931876
0.185895 0.274044 0.917916
0.20314 0.232162 0.896975
0.220028 0.19726 0.862073
0.237438 0.162358 0.820191
0.25437 0.134437 0.764348
0.271259 0.0995349 0.694544
0.288133 0.0646332 0.59682
0.30516 0.0506725 0.513055
0.321236 0.0506725 0.41533
0.338225 0.0506725 0.331566
0.354423 0.0506725 0.275723
0.371124 0.0925545 0.219881
0.388528 0.120476 0.177998
0.405234 0.176319 0.129136
0.422383 0.20424 0.108195
0.439658 0.246122 0.101214
0.455988 0.301965 0.101214
0.473455 0.357808 0.108195
0.490241 0.420631 0.129136
0.507184 0.497415 0.157057
0.524252 0.560238 0.19894
0.54169 0.6091 0.233841
0.558139 0.637022 0.282704
0.575482 0.657963 0.331566
0.592279 0.678904 0.366468
0.609193 0.692865 0.41533
0.626328 0.699845 0.457212
0.643632 0.713806 0.506075
0.661126 0.720786 0.533996
0.677458 0.727767 0.568898
0.694401 0.734747 0.589839
0.711377 0.734747 0.61078
0.727525 0.734747 0.624741
0.744944 0.734747 0.638701
0.762672 0.734747 0.645682
0.880503 0.734747 0.624741
0.897782 0.755688 0.547957
0.914226 0.79059 0.443252
0.931088 0.846432 0.296664
0.948088 0.923216 0.157057
0.965206 0.965098 0.108195
0.982462 0.99302 0.0593326
1 1 0.0523521

Label: a
Points: 48
Width: 0.145863
Duration: 439.976
Centroid: 0.550149 0.573274
0 0.646398 0.787492
0.0200428 0.646398 0.816874
0.0402144 0.636605 0.841359
0.0597845 0.621914 0.865843
0.0785555 0.592532 0.905019
0.0984385 0.568047 0.914813
0.117938 0.528872 0.924607
0.138229 0.475005 0.924607
0.157517 0.396654 0.91971
0.176952 0.288921 0.890328
0.196486 0.195878 0.846255
0.216312 0.11263 0.777698
0.236155 0.0538665 0.69445
0.256306 0.0146908 0.596511
0.275708 0.00489687 0.449602
0.295289 0 0.332075
0.315041 0.0195878 0.25862
0.335204 0.0587634 0.209651
0.354416 0.0881452 0.190063
0.374621 0.166497 0.180269
0.394214 0.230157 0.185166
0.413229 0.323199 0.209651
0.432277 0.38686 0.229239
0.452094 0.460314 0.263517
0.471979 0.519078 0.312487
0.49233 0.553356 0.351663
0.511825 0.572944 0.390838
0.530975 0.587635 0.430014
0.549997 0.592532 0.464293
0.569663 0.602326 0.493674
0.590212 0.617017 0.513262
0.608814 0.631708 0.542644
0.628038 0.636605 0.562232
0.647486 0.641502 0.586717
0.666534 0.641502 0.616098
0.686089 0.641502 0.630789
0.70579 0.641502 0.640583
0.725675 0.641502 0.64548
0.818227 0.641502 0.635686
0.836932 0.651296 0.567129
0.857387 0.661089 0.523056
0.876893 0.700265 0.390838
0.896463 0.763926 0.234136
0.915627 0.852071 0.101918
0.93456 0.905937 0.0480511
0.954434 0.925525 0.0333603
0.97465 0.930422 0.0333603
1 0.930422 0.0382573

Label: a
Points: 36
Width: 0.119405
Duration: 335.729
Centroid: 0.480833 0.702619
0 0.693919 0.752244
0.0254373 0.687937 0.770191
0.0512208 0.664009 0.794119
0.0771876 0.616152 0.824029
0.102945 0.514457 0.877868
0.127274 0.382852 0.901796
0.153087 0.305085 0.895814
0.177567 0.239283 0.853939
0.204171 0.161516 0.782154
0.229812 0.101695 0.704388
0.255208 0.0598206 0.614657
0.280817 0.0179462 0.495015
0.307066 0 0.345464
0.332771 0.0119641 0.195912
0.359351 0.0478566 0.148056
0.384419 0.101695 0.112164
0.409985 0.20339 0.106182
0.435789 0.323031 0.118146
0.460807 0.454637 0.148056
0.487143 0.586242 0.213859
0.513633 0.669991 0.291626
0.538765 0.693919 0.387338
0.564281 0.711865 0.459123
0.590411 0.705883 0.530908
0.615886 0.705883 0.578764
0.6424 0.687937 0.632603
0.668715 0.681955 0.656531
0.693853 0.675973 0.662513
0.821593 0.675973 0.650549
0.847446 0.675973 0.614657
0.872234 0.705883 0.483052
0.897948 0.765704 0.381356
0.922612 0.825524 0.291626
0.948401 0.855435 0.249751
0.974449 0.891327 0.237787
1 0.897309 0.237787

Label: a
Points: 43
Width: 0.165515
Duration: 397.706
Centroid: 0.511229 0.688771
0 0.517864 0.814432
0.0212154 0.509234 0.823063
0.0426494 0.487656 0.83601
0.0642577 0.427238 0.853272
0.086114 0.349559 0.861903
0.108535 0.289141 0.861903
0.129633 0.237355 0.83601
0.151982 0.181253 0.792854
0.173308 0.129466 0.728121
0.194934 0.0647331 0.646126
0.217112 0.0215777 0.581393
0.238349 0 0.508029
0.25999 0 0.413087
0.282526 0.0215777 0.335407
0.303469 0.0517865 0.296568
0.325107 0.107888 0.253412
0.347022 0.185568 0.201626
0.368097 0.289141 0.180048
0.390074 0.414292 0.162786
0.411184 0.56102 0.171417
0.43345 0.647331 0.205941
0.455193 0.686171 0.249097
0.476988 0.703433 0.287937
0.497521 0.707748 0.361301
0.519191 0.707748 0.417403
0.540878 0.703433 0.486451
0.56199 0.699117 0.538238
0.583984 0.699117 0.572762
0.605189 0.690486 0.602971
0.626739 0.686171 0.615918
0.648435 0.677539 0.628864
0.670771 0.677539 0.63318
0.692698 0.673224 0.646126
0.803406 0.673224 0.637495
0.825913 0.677539 0.615918
0.847372 0.694802 0.564131
0.868894 0.72501 0.47782
0.891075 0.759535 0.387194
0.912621 0.798375 0.326777
0.933554 0.828583 0.283621
0.956391 0.84153 0.270674
0.979536 0.845845 0.266359
1 0.850161 0.266359

Label: a
Points: 34
Width: 0.0895799
Duration: 311.524
Centroid: 0.521008 0.653109
0 0.765478 0.761726
0.0275893 0.741557 0.809568
0.0554199 0.701688 0.873358
0.0839433 0.66182 0.913227
0.110291 0.613977 0.937148
0.137125 0.566135 0.937148
0.165686 0.502345 0.9212
0.193526 0.422608 0.865384
0.221184 0.334897 0.769699
0.249027 0.231238 0.689962
0.276711 0.119606 0.586304
0.304027 0.0478423 0.466698
0.332579 0 0.355066
0.359776 0 0.243434
0.387422 0.0159473 0.155722
0.416384 0.0637898 0.0999061
0.444193 0.12758 0.0680115
0.470663 0.215291 0.0680115
0.4985 0.350844 0.139775
0.525149 0.494371 0.243434
0.552371 0.606004 0.355066
0.580196 0.653846 0.418856
0.607873 0.693715 0.522514
0.634659 0.701688 0.586304
0.662888 0.701688 0.626172
0.690173 0.701688 0.650094
0.804998 0.701688 0.64212
0.833323 0.701688 0.602251
0.860847 0.701688 0.490619
0.888458 0.717636 0.410882
0.916317 0.733583 0.29925
0.944984 0.781426 0.203565
0.972009 0.805347 0.147749
1 0.821294 0.139775

Label: a
Points: 35
Width: 0.104204
Duration: 342.658
Centroid: 0.525633 0.631347
0 0.76087 0.86369
0.0243387 0.678614 0.918528
0.0495979 0.610067 0.952801
0.0747858 0.54152 0.959656
0.100321 0.500392 0.96651
0.125364 0.42499 0.959656
0.15133 0.349589 0.925382
0.176347 0.253623 0.849981
0.201347 0.150803 0.740306
0.225728 0.0754015 0.616921
0.250748 0.0411282 0.555229
0.276261 0.0137094 0.411281
0.300668 0 0.267333
0.32664 0.0137094 0.185077
0.351508 0.0685468 0.143948
0.376463 0.137094 0.137094
0.401927 0.246769 0.130239
0.426574 0.33588 0.150803
0.452377 0.452409 0.198786
0.478283 0.555229 0.267333
0.503429 0.630631 0.32217
0.528138 0.692323 0.383862
0.55438 0.740306 0.459264
0.579257 0.74716 0.493537
0.603203 0.74716 0.562084
0.62934 0.74716 0.603212
0.653958 0.74716 0.616921
0.679211 0.74716 0.623776
0.849374 0.74716 0.616921
0.87465 0.74716 0.534665
0.898929 0.74716 0.411281
0.923892 0.781434 0.260478
0.948966 0.808852 0.171367
0.974387 0.822562 0.130239
1 0.836271 0.109675

Label: a
Points: 43
Width: 0.122093
Duration: 390.763
