Points: 24
Width: 0.221736
Duration: 384.258
Centroid: 0.486736 0.611597
0 0.552458 1
0.0097667 0.552458 0.992484
0.0330741 0.541184 0.954901
0.0549354 0.526151 0.875979
0.07807 0.518634 0.823364
0.101113 0.477294 0.66176
0.123048 0.473536 0.417476
0.145161 0.462261 0.17695
0.168047 0.473536 0.0679613
0.190254 0.492327 0.030379
0.212923 0.514876 0.0228626
0.235453 0.544942 0.0266208
0.257787 0.597557 0.0529285
0.280983 0.657689 0.0942689
0.823188 0.315691 0.579079
0.823844 0.330723 0.575321
0.845181 0.349514 0.575321
0.867564 0.383339 0.571563
0.888782 0.432195 0.571563
0.911454 0.488569 0.579079
0.934134 0.537426 0.586596
0.956071 0.578766 0.586596
0.977841 0.597557 0.586596
1 0.601315 0.590354

Points: 26
Width: 0.403718
Duration: 209.469
Centroid: 0.509679 0.441282
0 0.403382 1
0.0174875 0.403382 0.997936
0.0596282 0.405446 0.97523
0.0985566 0.405446 0.91537
0.139839 0.413703 0.764687
0.178796 0.428152 0.589235
0.220125 0.421959 0.426167
0.26014 0.419895 0.345665
0.300901 0.419895 0.314703
0.341223 0.419895 0.310575
0.380972 0.419895 0.312639
0.423668 0.424023 0.331216
0.464382 0.43228 0.362179
0.505427 0.454986 0.405526
0.546975 0.494204 0.44268
0.587824 0.537552 0.46745
0.628492 0.568514 0.475707
0.670059 0.585027 0.475707
0.711016 0.589155 0.473642
0.751944 0.597412 0.457129
0.79387 0.607733 0.426167
0.835298 0.622182 0.38282
0.877005 0.628374 0.360114
0.919388 0.632502 0.337409
0.959505 0.632502 0.327088
1 0.632502 0.32296

Points: 31
Width: 0.108763
Duration: 253.777
Centroid: 0.469946 0.53043
0 0.201433 0.666584
0.0176166 0.216757 0.643598
0.0510913 0.27039 0.612951
0.0844005 0.324023 0.582303
0.117475 0.43129 0.551656
0.151277 0.55388 0.543994
0.185767 0.622837 0.559318
0.220858 0.707118 0.612951
0.254048 0.776075 0.674246
0.28755 0.791399 0.727879
0.320259 0.806722 0.773851
0.35468 0.806722 0.81216
0.388974 0.806722 0.835146
0.423604 0.776075 0.850469
0.458548 0.737765 0.858131
0.492073 0.653484 0.865793
0.524855 0.55388 0.850469
0.558861 0.454275 0.819822
0.59327 0.339347 0.704893
0.628119 0.247404 0.589965
0.661255 0.186109 0.444389
0.695669 0.155462 0.329461
0.729309 0.155462 0.206871
0.763391 0.186109 0.130252
0.797332 0.255066 0.061295
0.832292 0.339347 0.0153238
0.866728 0.461937 0
0.90085 0.584528 0.00766188
0.932662 0.653484 0.0383094
0.966772 0.707118 0.0536332
1 0.737765 0.0766188

Points: 0
Width: -9.46063e-37
Duration: 4.59163e-41
Centroid: 0 0

Points: 32
Width: 0.24875
Duration: 263.581
Centroid: 0.491042 0.487083
0 0.414154 0.757119
0.0143568 0.410804 0.753769
0.0482574 0.410804 0.706868
0.0800683 0.410804 0.606365
0.113369 0.430905 0.425461
0.146354 0.430905 0.207705
0.179254 0.430905 0.0670016
0.211554 0.430905 0.0100502
0.24541 0.430905 0
0.277777 0.434255 0.00335008
0.310299 0.437605 0.043551
0.343311 0.440955 0.140703
0.376533 0.440955 0.304858
0.408752 0.447655 0.452261
0.443075 0.461055 0.589615
0.476149 0.497906 0.663316
0.507256 0.528057 0.703518
0.540201 0.548157 0.716918
0.573527 0.568258 0.726968
0.606161 0.581658 0.726968
0.63912 0.591709 0.723618
0.671405 0.601759 0.710218
0.704091 0.608459 0.680067
0.736113 0.621859 0.626466
0.769124 0.625209 0.599665
0.80245 0.621859 0.576214
0.83621 0.605109 0.569514
0.868121 0.585008 0.566164
0.900455 0.558208 0.569514
0.933848 0.514657 0.579564
0.966566 0.457705 0.592965
1 0.420854 0.599665

Points: 23
Width: 0.0937681
Duration: 187.569
Centroid: 0.503768 0.536087
0 0.53323 0.840803
0.0346174 0.506568 0.849691
0.081449 0.417697 0.849691
0.127286 0.293277 0.805255
0.174394 0.168856 0.716383
0.219913 0.053323 0.583076
0.26574 0 0.458655
0.310812 0 0.289799
0.35767 0.00888716 0.19204
0.403304 0.0977589 0.085394
0.447595 0.195518 0.0409583
0.494916 0.373261 0.0409583
0.54093 0.551004 0.085394
0.586033 0.693199 0.174266
0.632178 0.826507 0.325348
0.678197 0.888717 0.476429
0.724628 0.906491 0.565301
0.771496 0.897604 0.627511
0.819176 0.879829 0.636398
0.863051 0.870942 0.66306
0.909226 0.835394 0.698609
0.953288 0.782071 0.72527
1 0.719861 0.769706

Points: 13
Width: 0.171154
Duration: 240.213
Centroid: 0.528462 0.530513
0 0.489887 0.756554
0.0329298 0.489887 0.751685
0.0701282 0.48015 0.707865
0.105741 0.465543 0.654307
